编号,上级编号,回溯路径,级别,名称,简称,拼音,省份,省份简称,省份拼音,城市,城市简称,城市拼音,区县,区县简称,区县拼音,简拼,首字母,区号,邮编,经度,纬度,类型,特别提示
430103,430100,"430000,430100,430103",3,天心区,天心,Tianxin,湖南省,湖南,Hunan,长沙市,长沙,Changsha,天心区,天心,Tianxin,TX,T,0731,410000,112.98991,28.1127,行政区,
430104,430100,"430000,430100,430104",3,岳麓区,岳麓,Yuelu,湖南省,湖南,Hunan,长沙市,长沙,Changsha,岳麓区,岳麓,Yuelu,YL,Y,0731,410000,112.93133,28.2351,行政区,
430105,430100,"430000,430100,430105",3,开福区,开福,Kaifu,湖南省,湖南,Hunan,长沙市,长沙,Changsha,开福区,开福,Kaifu,KF,K,0731,410000,112.98623,28.25585,行政区,
430111,430100,"430000,430100,430111",3,雨花区,雨花,Yuhua,湖南省,湖南,Hunan,长沙市,长沙,Changsha,雨花区,雨花,Yuhua,YH,Y,0731,410000,113.03567,28.13541,行政区,
430112,430100,"430000,430100,430112",3,望城区,望城,Wangcheng,湖南省,湖南,Hunan,长沙市,长沙,Changsha,望城区,望城,Wangcheng,WC,W,0731,410200,112.819549,28.347458,行政区,
430121,430100,"430000,430100,430121",3,长沙县,长沙,Changsha,湖南省,湖南,Hunan,长沙市,长沙,Changsha,长沙县,长沙,Changsha,CS,C,0731,410100,113.08071,28.24595,行政区,
430181,430100,"430000,430100,430181",3,浏阳市,浏阳,Liuyang,湖南省,湖南,Hunan,长沙市,长沙,Changsha,浏阳市,浏阳,Liuyang,LY,L,0731,410300,113.64312,28.16375,行政区,县级市
430182,430100,"430000,430100,430182",3,宁乡市,宁乡,Ningxiang,湖南省,湖南,Hunan,长沙市,长沙,Changsha,宁乡市,宁乡,Ningxiang,NX,N,0731,410600,112.55749,28.25358,行政区,县级市
430183,430100,"430000,430100,430183",3,湘江新区,湘江新区,XiangJiangXiQu,湖南省,湖南,Hunan,长沙市,长沙,Changsha,湘江新区,湘江新区,XiangJiangXiQu,XJXQ,X,0731,410005,112.93769,28.140266,,国家级新区
430200,430000,"430000,430200",2,株洲市,株洲,Zhuzhou,湖南省,湖南,Hunan,株洲市,株洲,Zhuzhou,,,,ZZ,Z,0731,412000,113.151737,27.835806,行政区,地级市
430202,430200,"430000,430200,430202",3,荷塘区,荷塘,Hetang,湖南省,湖南,Hunan,株洲市,株洲,Zhuzhou,荷塘区,荷塘,Hetang,HT,H,0731,412000,113.17315,27.85569,行政区,
430203,430200,"430000,430200,430203",3,芦淞区,芦淞,Lusong,湖南省,湖南,Hunan,株洲市,株洲,Zhuzhou,芦淞区,芦淞,Lusong,LS,L,0731,412000,113.15562,27.78525,行政区,
430204,430200,"430000,430200,430204",3,石峰区,石峰,Shifeng,湖南省,湖南,Hunan,株洲市,株洲,Zhuzhou,石峰区,石峰,Shifeng,SF,S,0731,412000,113.11776,27.87552,行政区,
430211,430200,"430000,430200,430211",3,天元区,天元,Tianyuan,湖南省,湖南,Hunan,株洲市,株洲,Zhuzhou,天元区,天元,Tianyuan,TY,T,0731,412000,113.12335,27.83103,行政区,
430212,430200,"430000,430200,430212",3,渌口区,渌口,Lukou,湖南省,湖南,Hunan,株洲市,株洲,Zhuzhou,渌口区,渌口,Lukou,LK,L,0731,412000,113.14428,27.69826,行政区,
430223,430200,"430000,430200,430223",3,攸县,攸县,Youxian,湖南省,湖南,Hunan,株洲市,株洲,Zhuzhou,攸县,攸县,Youxian,YX,Y,0731,412300,113.34365,27.00352,行政区,
430224,430200,"430000,430200,430224",3,茶陵县,茶陵,Chaling,湖南省,湖南,Hunan,株洲市,株洲,Zhuzhou,茶陵县,茶陵,Chaling,CL,C,0731,412400,113.54364,26.7915,行政区,
430225,430200,"430000,430200,430225",3,炎陵县,炎陵,Yanling,湖南省,湖南,Hunan,株洲市,株洲,Zhuzhou,炎陵县,炎陵,Yanling,YL,Y,0731,412500,113.77163,26.48818,行政区,
430281,430200,"430000,430200,430281",3,醴陵市,醴陵,Liling,湖南省,湖南,Hunan,株洲市,株洲,Zhuzhou,醴陵市,醴陵,Liling,LL,L,0731,412200,113.49704,27.64615,行政区,县级市
430300,430000,"430000,430300",2,湘潭市,湘潭,Xiangtan,湖南省,湖南,Hunan,湘潭市,湘潭,Xiangtan,,,,XT,X,0731,411100,112.925083,27.846725,行政区,地级市
430302,430300,"430000,430300,430302",3,雨湖区,雨湖,Yuhu,湖南省,湖南,Hunan,湘潭市,湘潭,Xiangtan,雨湖区,雨湖,Yuhu,YH,Y,0731,411100,112.90399,27.86859,行政区,
430304,430300,"430000,430300,430304",3,岳塘区,岳塘,Yuetang,湖南省,湖南,Hunan,湘潭市,湘潭,Xiangtan,岳塘区,岳塘,Yuetang,YT,Y,0731,411100,112.9606,27.85784,行政区,
430321,430300,"430000,430300,430321",3,湘潭县,湘潭,Xiangtan,湖南省,湖南,Hunan,湘潭市,湘潭,Xiangtan,湘潭县,湘潭,Xiangtan,XT,X,0731,411200,112.9508,27.77893,行政区,
430381,430300,"430000,430300,430381",3,湘乡市,湘乡,Xiangxiang,湖南省,湖南,Hunan,湘潭市,湘潭,Xiangtan,湘乡市,湘乡,Xiangxiang,XX,X,0731,411400,112.53512,27.73543,行政区,县级市
430382,430300,"430000,430300,430382",3,韶山市,韶山,Shaoshan,湖南省,湖南,Hunan,湘潭市,湘潭,Xiangtan,韶山市,韶山,Shaoshan,SS,S,0731,411300,112.52655,27.91503,行政区,县级市
430383,430300,"430000,430300,430383",3,高新区,高新区,Gaoxinqu,湖南省,湖南,Hunan,湘潭市,湘潭,Xiangtan,高新区,高新区,Gaoxinqu,GXQ,G,0731,411100,112.939865,27.822804,,高新技术开发区
430400,430000,"430000,430400",2,衡阳市,衡阳,Hengyang,湖南省,湖南,Hunan,衡阳市,衡阳,Hengyang,,,,HY,H,0734,421000,112.607693,26.900358,行政区,地级市
430405,430400,"430000,430400,430405",3,珠晖区,珠晖,Zhuhui,湖南省,湖南,Hunan,衡阳市,衡阳,Hengyang,珠晖区,珠晖,Zhuhui,ZH,Z,0734,421000,112.62054,26.89361,行政区,
430406,430400,"430000,430400,430406",3,雁峰区,雁峰,Yanfeng,湖南省,湖南,Hunan,衡阳市,衡阳,Hengyang,雁峰区,雁峰,Yanfeng,YF,Y,0734,421000,112.61654,26.88866,行政区,
430407,430400,"430000,430400,430407",3,石鼓区,石鼓,Shigu,湖南省,湖南,Hunan,衡阳市,衡阳,Hengyang,石鼓区,石鼓,Shigu,SG,S,0734,421000,112.61069,26.90232,行政区,
430408,430400,"430000,430400,430408",3,蒸湘区,蒸湘,Zhengxiang,湖南省,湖南,Hunan,衡阳市,衡阳,Hengyang,蒸湘区,蒸湘,Zhengxiang,ZX,Z,0734,421000,112.6033,26.89651,行政区,
430412,430400,"430000,430400,430412",3,南岳区,南岳,Nanyue,湖南省,湖南,Hunan,衡阳市,衡阳,Hengyang,南岳区,南岳,Nanyue,NY,N,0734,421000,112.7384,27.23262,行政区,
430421,430400,"430000,430400,430421",3,衡阳县,衡阳,Hengyang,湖南省,湖南,Hunan,衡阳市,衡阳,Hengyang,衡阳县,衡阳,Hengyang,HY,H,0734,421200,112.37088,26.9706,行政区,
430422,430400,"430000,430400,430422",3,衡南县,衡南,Hengnan,湖南省,湖南,Hunan,衡阳市,衡阳,Hengyang,衡南县,衡南,Hengnan,HN,H,0734,421100,112.67788,26.73828,行政区,
430423,430400,"430000,430400,430423",3,衡山县,衡山,Hengshan,湖南省,湖南,Hunan,衡阳市,衡阳,Hengyang,衡山县,衡山,Hengshan,HS,H,0734,421300,112.86776,27.23134,行政区,
430424,430400,"430000,430400,430424",3,衡东县,衡东,Hengdong,湖南省,湖南,Hunan,衡阳市,衡阳,Hengyang,衡东县,衡东,Hengdong,HD,H,0734,421400,112.94833,27.08093,行政区,
430426,430400,"430000,430400,430426",3,祁东县,祁东,Qidong,湖南省,湖南,Hunan,衡阳市,衡阳,Hengyang,祁东县,祁东,Qidong,QD,Q,0734,421600,112.09039,26.79964,行政区,
430481,430400,"430000,430400,430481",3,耒阳市,耒阳,Leiyang,湖南省,湖南,Hunan,衡阳市,衡阳,Hengyang,耒阳市,耒阳,Leiyang,LY,L,0734,421800,112.85998,26.42132,行政区,县级市
430482,430400,"430000,430400,430482",3,常宁市,常宁,Changning,湖南省,湖南,Hunan,衡阳市,衡阳,Hengyang,常宁市,常宁,Changning,CN,C,0734,421500,112.4009,26.40692,行政区,县级市
430483,430400,"430000,430400,430483",3,高新区,高新区,Gaoxinqu,湖南省,湖南,Hunan,衡阳市,衡阳,Hengyang,高新区,高新区,Gaoxinqu,GXQ,G,0734,421000,112.572172,26.892209,,高新技术开发区
430484,430400,"430000,430400,430484",3,综合保税区,综合保税区,Zonghebaoshuiqu,湖南省,湖南,Hunan,衡阳市,衡阳,Hengyang,综合保税区,综合保税区,Zonghebaoshuiqu,ZHBSQ,Z,0734,421000,112.606334,26.826799,,经济技术开发区
430500,430000,"430000,430500",2,邵阳市,邵阳,Shaoyang,湖南省,湖南,Hunan,邵阳市,邵阳,Shaoyang,,,,SY,S,0739,422000,111.46923,27.237842,行政区,地级市
430502,430500,"430000,430500,430502",3,双清区,双清,Shuangqing,湖南省,湖南,Hunan,邵阳市,邵阳,Shaoyang,双清区,双清,Shuangqing,SQ,S,0739,422000,111.49715,27.23291,行政区,
430503,430500,"430000,430500,430503",3,大祥区,大祥,Daxiang,湖南省,湖南,Hunan,邵阳市,邵阳,Shaoyang,大祥区,大祥,Daxiang,DX,D,0739,422000,111.45412,27.23332,行政区,
430511,430500,"430000,430500,430511",3,北塔区,北塔,Beita,湖南省,湖南,Hunan,邵阳市,邵阳,Shaoyang,北塔区,北塔,Beita,BT,B,0739,422000,111.45219,27.24648,行政区,
430521,430500,"430000,430500,430521",3,邵东县,邵东,Shaodong,湖南省,湖南,Hunan,邵阳市,邵阳,Shaoyang,邵东县,邵东,Shaodong,SD,S,0739,422800,111.74441,27.2584,行政区,
430522,430500,"430000,430500,430522",3,新邵县,新邵,Xinshao,湖南省,湖南,Hunan,邵阳市,邵阳,Shaoyang,新邵县,新邵,Xinshao,XS,X,0739,422900,111.46066,27.32169,行政区,
430523,430500,"430000,430500,430523",3,邵阳县,邵阳,Shaoyang,湖南省,湖南,Hunan,邵阳市,邵阳,Shaoyang,邵阳县,邵阳,Shaoyang,SY,S,0739,422100,111.27459,26.99143,行政区,
430524,430500,"430000,430500,430524",3,隆回县,隆回,Longhui,湖南省,湖南,Hunan,邵阳市,邵阳,Shaoyang,隆回县,隆回,Longhui,LH,L,0739,422200,111.03216,27.10937,行政区,
430525,430500,"430000,430500,430525",3,洞口县,洞口,Dongkou,湖南省,湖南,Hunan,邵阳市,邵阳,Shaoyang,洞口县,洞口,Dongkou,DK,D,0739,422300,110.57388,27.05462,行政区,
430527,430500,"430000,430500,430527",3,绥宁县,绥宁,Suining,湖南省,湖南,Hunan,邵阳市,邵阳,Shaoyang,绥宁县,绥宁,Suining,SN,S,0739,422600,110.15576,26.58636,行政区,
430528,430500,"430000,430500,430528",3,新宁县,新宁,Xinning,湖南省,湖南,Hunan,邵阳市,邵阳,Shaoyang,新宁县,新宁,Xinning,XN,X,0739,422700,110.85131,26.42936,行政区,
430529,430500,"430000,430500,430529",3,城步苗族自治县,城步,Chengbu,湖南省,湖南,Hunan,邵阳市,邵阳,Shaoyang,城步苗族自治县,城步,Chengbu,CB,C,0739,422500,110.3222,26.39048,行政区,
430581,430500,"430000,430500,430581",3,武冈市,武冈,Wugang,湖南省,湖南,Hunan,邵阳市,邵阳,Shaoyang,武冈市,武冈,Wugang,WG,W,0739,422400,110.63281,26.72817,行政区,县级市
430600,430000,"430000,430600",2,岳阳市,岳阳,Yueyang,湖南省,湖南,Hunan,岳阳市,岳阳,Yueyang,,,,YY,Y,0730,414000,113.132855,29.37029,行政区,地级市
430602,430600,"430000,430600,430602",3,岳阳楼区,岳阳楼,Yueyanglou,湖南省,湖南,Hunan,岳阳市,岳阳,Yueyang,岳阳楼区,岳阳楼,Yueyanglou,YYL,Y,0730,414000,113.12942,29.3719,行政区,
430603,430600,"430000,430600,430603",3,云溪区,云溪,Yunxi,湖南省,湖南,Hunan,岳阳市,岳阳,Yueyang,云溪区,云溪,Yunxi,YX,Y,0730,414000,113.27713,29.47357,行政区,
430611,430600,"430000,430600,430611",3,君山区,君山,Junshan,湖南省,湖南,Hunan,岳阳市,岳阳,Yueyang,君山区,君山,Junshan,JS,J,0730,414000,113.00439,29.45941,行政区,
430621,430600,"430000,430600,430621",3,岳阳县,岳阳,Yueyang,湖南省,湖南,Hunan,岳阳市,岳阳,Yueyang,岳阳县,岳阳,Yueyang,YY,Y,0730,414100,113.11987,29.14314,行政区,
430623,430600,"430000,430600,430623",3,华容县,华容,Huarong,湖南省,湖南,Hunan,岳阳市,岳阳,Yueyang,华容县,华容,Huarong,HR,H,0730,414200,112.54089,29.53019,行政区,
430624,430600,"430000,430600,430624",3,湘阴县,湘阴,Xiangyin,湖南省,湖南,Hunan,岳阳市,岳阳,Yueyang,湘阴县,湘阴,Xiangyin,XY,X,0730,410500,112.90911,28.68922,行政区,
430626,430600,"430000,430600,430626",3,平江县,平江,Pingjiang,湖南省,湖南,Hunan,岳阳市,岳阳,Yueyang,平江县,平江,Pingjiang,PJ,P,0730,410400,113.58105,28.70664,行政区,
430681,430600,"430000,430600,430681",3,汨罗市,汨罗,Miluo,湖南省,湖南,Hunan,岳阳市,岳阳,Yueyang,汨罗市,汨罗,Miluo,ML,M,0730,414400,113.06707,28.80631,行政区,县级市
430682,430600,"430000,430600,430682",3,临湘市,临湘,Linxiang,湖南省,湖南,Hunan,岳阳市,岳阳,Yueyang,临湘市,临湘,Linxiang,LX,L,0730,414300,113.4501,29.47701,行政区,县级市
430700,430000,"430000,430700",2,常德市,常德,Changde,湖南省,湖南,Hunan,常德市,常德,Changde,,,,CD,C,0736,415000,111.691347,29.040225,行政区,地级市
430702,430700,"430000,430700,430702",3,武陵区,武陵,Wuling,湖南省,湖南,Hunan,常德市,常德,Changde,武陵区,武陵,Wuling,WL,W,0736,415000,111.69791,29.02876,行政区,
430703,430700,"430000,430700,430703",3,鼎城区,鼎城,Dingcheng,湖南省,湖南,Hunan,常德市,常德,Changde,鼎城区,鼎城,Dingcheng,DC,D,0736,415100,111.68078,29.01859,行政区,
430721,430700,"430000,430700,430721",3,安乡县,安乡,Anxiang,湖南省,湖南,Hunan,常德市,常德,Changde,安乡县,安乡,Anxiang,AX,A,0736,415600,112.16732,29.41326,行政区,
430722,430700,"430000,430700,430722",3,汉寿县,汉寿,Hanshou,湖南省,湖南,Hunan,常德市,常德,Changde,汉寿县,汉寿,Hanshou,HS,H,0736,415900,111.96691,28.90299,行政区,
430723,430700,"430000,430700,430723",3,澧县,澧县,Lixian,湖南省,湖南,Hunan,常德市,常德,Changde,澧县,澧县,Lixian,LX,L,0736,415500,111.75866,29.63317,行政区,
430724,430700,"430000,430700,430724",3,临澧县,临澧,Linli,湖南省,湖南,Hunan,常德市,常德,Changde,临澧县,临澧,Linli,LL,L,0736,415200,111.65161,29.44163,行政区,
430725,430700,"430000,430700,430725",3,桃源县,桃源,Taoyuan,湖南省,湖南,Hunan,常德市,常德,Changde,桃源县,桃源,Taoyuan,TY,T,0736,415700,111.48892,28.90474,行政区,
430726,430700,"430000,430700,430726",3,石门县,石门,Shimen,湖南省,湖南,Hunan,常德市,常德,Changde,石门县,石门,Shimen,SM,S,0736,415300,111.37966,29.58424,行政区,
430781,430700,"430000,430700,430781",3,津市市,津市,Jinshi,湖南省,湖南,Hunan,常德市,常德,Changde,津市市,津市,Jinshi,JS,J,0736,415400,111.87756,29.60563,行政区,县级市
430800,430000,"430000,430800",2,张家界市,张家界,Zhangjiajie,湖南省,湖南,Hunan,张家界市,张家界,Zhangjiajie,,,,ZJJ,Z,0744,427000,110.479921,29.127401,行政区,地级市
430802,430800,"430000,430800,430802",3,永定区,永定,Yongding,湖南省,湖南,Hunan,张家界市,张家界,Zhangjiajie,永定区,永定,Yongding,YD,Y,0744,427000,110.47464,29.13387,行政区,
430811,430800,"430000,430800,430811",3,武陵源区,武陵源,Wulingyuan,湖南省,湖南,Hunan,张家界市,张家界,Zhangjiajie,武陵源区,武陵源,Wulingyuan,WLY,W,0744,427400,110.55026,29.34574,行政区,
430821,430800,"430000,430800,430821",3,慈利县,慈利,Cili,湖南省,湖南,Hunan,张家界市,张家界,Zhangjiajie,慈利县,慈利,Cili,CL,C,0744,427200,111.13946,29.42989,行政区,
430822,430800,"430000,430800,430822",3,桑植县,桑植,Sangzhi,湖南省,湖南,Hunan,张家界市,张家界,Zhangjiajie,桑植县,桑植,Sangzhi,SZ,S,0744,427100,110.16308,29.39815,行政区,
430900,430000,"430000,430900",2,益阳市,益阳,Yiyang,湖南省,湖南,Hunan,益阳市,益阳,Yiyang,,,,YY,Y,0737,413000,112.355042,28.570066,行政区,地级市
430902,430900,"430000,430900,430902",3,资阳区,资阳,Ziyang,湖南省,湖南,Hunan,益阳市,益阳,Yiyang,资阳区,资阳,Ziyang,ZY,Z,0737,413000,112.32447,28.59095,行政区,
430903,430900,"430000,430900,430903",3,赫山区,赫山,Heshan,湖南省,湖南,Hunan,益阳市,益阳,Yiyang,赫山区,赫山,Heshan,HS,H,0737,413000,112.37265,28.57425,行政区,
430921,430900,"430000,430900,430921",3,南县,南县,Nanxian,湖南省,湖南,Hunan,益阳市,益阳,Yiyang,南县,南县,Nanxian,NX,N,0737,413200,112.3963,29.36159,行政区,
430922,430900,"430000,430900,430922",3,桃江县,桃江,Taojiang,湖南省,湖南,Hunan,益阳市,益阳,Yiyang,桃江县,桃江,Taojiang,TJ,T,0737,413400,112.1557,28.51814,行政区,
430923,430900,"430000,430900,430923",3,安化县,安化,Anhua,湖南省,湖南,Hunan,益阳市,益阳,Yiyang,安化县,安化,Anhua,AH,A,0737,413500,111.21298,28.37424,行政区,
430981,430900,"430000,430900,430981",3,沅江市,沅江,Yuanjiang,湖南省,湖南,Hunan,益阳市,益阳,Yiyang,沅江市,沅江,Yuanjiang,YJ,Y,0737,413100,112.35427,28.84403,行政区,县级市
431000,430000,"430000,431000",2,郴州市,郴州,Chenzhou,湖南省,湖南,Hunan,郴州市,郴州,Chenzhou,,,,CZ,C,0735,423000,113.032067,25.793589,行政区,地级市
431002,431000,"430000,431000,431002",3,北湖区,北湖,Beihu,湖南省,湖南,Hunan,郴州市,郴州,Chenzhou,北湖区,北湖,Beihu,BH,B,0735,423000,113.01103,25.78405,行政区,
431003,431000,"430000,431000,431003",3,苏仙区,苏仙,Suxian,湖南省,湖南,Hunan,郴州市,郴州,Chenzhou,苏仙区,苏仙,Suxian,SX,S,0735,423000,113.04226,25.80045,行政区,
431021,431000,"430000,431000,431021",3,桂阳县,桂阳,Guiyang,湖南省,湖南,Hunan,郴州市,郴州,Chenzhou,桂阳县,桂阳,Guiyang,GY,G,0735,424400,112.73364,25.75406,行政区,
431022,431000,"430000,431000,431022",3,宜章县,宜章,Yizhang,湖南省,湖南,Hunan,郴州市,郴州,Chenzhou,宜章县,宜章,Yizhang,YZ,Y,0735,424200,112.95147,25.39931,行政区,
431023,431000,"430000,431000,431023",3,永兴县,永兴,Yongxing,湖南省,湖南,Hunan,郴州市,郴州,Chenzhou,永兴县,永兴,Yongxing,YX,Y,0735,423300,113.11242,26.12646,行政区,
431024,431000,"430000,431000,431024",3,嘉禾县,嘉禾,Jiahe,湖南省,湖南,Hunan,郴州市,郴州,Chenzhou,嘉禾县,嘉禾,Jiahe,JH,J,0735,424500,112.36935,25.58795,行政区,
431025,431000,"430000,431000,431025",3,临武县,临武,Linwu,湖南省,湖南,Hunan,郴州市,郴州,Chenzhou,临武县,临武,Linwu,LW,L,0735,424300,112.56369,25.27602,行政区,
431026,431000,"430000,431000,431026",3,汝城县,汝城,Rucheng,湖南省,湖南,Hunan,郴州市,郴州,Chenzhou,汝城县,汝城,Rucheng,RC,R,0735,424100,113.68582,25.55204,行政区,
431027,431000,"430000,431000,431027",3,桂东县,桂东,Guidong,湖南省,湖南,Hunan,郴州市,郴州,Chenzhou,桂东县,桂东,Guidong,GD,G,0735,423500,113.9468,26.07987,行政区,
431028,431000,"430000,431000,431028",3,安仁县,安仁,Anren,湖南省,湖南,Hunan,郴州市,郴州,Chenzhou,安仁县,安仁,Anren,AR,A,0735,423600,113.26944,26.70931,行政区,
431081,431000,"430000,431000,431081",3,资兴市,资兴,Zixing,湖南省,湖南,Hunan,郴州市,郴州,Chenzhou,资兴市,资兴,Zixing,ZX,Z,0735,423400,113.23724,25.97668,行政区,县级市
431100,430000,"430000,431100",2,永州市,永州,Yongzhou,湖南省,湖南,Hunan,永州市,永州,Yongzhou,,,,YZ,Y,0746,425000,111.608019,26.434516,行政区,地级市
431102,431100,"430000,431100,431102",3,零陵区,零陵,Lingling,湖南省,湖南,Hunan,永州市,永州,Yongzhou,零陵区,零陵,Lingling,LL,L,0746,425000,111.62103,26.22109,行政区,
431103,431100,"430000,431100,431103",3,冷水滩区,冷水滩,Lengshuitan,湖南省,湖南,Hunan,永州市,永州,Yongzhou,冷水滩区,冷水滩,Lengshuitan,LST,L,0746,425000,111.59214,26.46107,行政区,
431121,431100,"430000,431100,431121",3,祁阳县,祁阳,Qiyang,湖南省,湖南,Hunan,永州市,永州,Yongzhou,祁阳县,祁阳,Qiyang,QY,Q,0746,426100,111.84011,26.58009,行政区,
431122,431100,"430000,431100,431122",3,东安县,东安,Dong'an,湖南省,湖南,Hunan,永州市,永州,Yongzhou,东安县,东安,Dong'an,DA,D,0746,425900,111.3164,26.39202,行政区,
431123,431100,"430000,431100,431123",3,双牌县,双牌,Shuangpai,湖南省,湖南,Hunan,永州市,永州,Yongzhou,双牌县,双牌,Shuangpai,SP,S,0746,425200,111.65927,25.95988,行政区,
431124,431100,"430000,431100,431124",3,道县,道县,Daoxian,湖南省,湖南,Hunan,永州市,永州,Yongzhou,道县,道县,Daoxian,DX,D,0746,425300,111.60195,25.52766,行政区,
431125,431100,"430000,431100,431125",3,江永县,江永,Jiangyong,湖南省,湖南,Hunan,永州市,永州,Yongzhou,江永县,江永,Jiangyong,JY,J,0746,425400,111.34082,25.27233,行政区,
431126,431100,"430000,431100,431126",3,宁远县,宁远,Ningyuan,湖南省,湖南,Hunan,永州市,永州,Yongzhou,宁远县,宁远,Ningyuan,NY,N,0746,425600,111.94625,25.56913,行政区,
431127,431100,"430000,431100,431127",3,蓝山县,蓝山,Lanshan,湖南省,湖南,Hunan,永州市,永州,Yongzhou,蓝山县,蓝山,Lanshan,LS,L,0746,425800,112.19363,25.36794,行政区,
431128,431100,"430000,431100,431128",3,新田县,新田,Xintian,湖南省,湖南,Hunan,永州市,永州,Yongzhou,新田县,新田,Xintian,XT,X,0746,425700,112.22103,25.9095,行政区,
431129,431100,"430000,431100,431129",3,江华瑶族自治县,江华,Jianghua,湖南省,湖南,Hunan,永州市,永州,Yongzhou,江华瑶族自治县,江华,Jianghua,JH,J,0746,425500,111.58847,25.1845,行政区,
431200,430000,"430000,431200",2,怀化市,怀化,Huaihua,湖南省,湖南,Hunan,怀化市,怀化,Huaihua,,,,HH,H,0745,418000,109.97824,27.550082,行政区,地级市
431202,431200,"430000,431200,431202",3,鹤城区,鹤城,Hecheng,湖南省,湖南,Hunan,怀化市,怀化,Huaihua,鹤城区,鹤城,Hecheng,HC,H,0745,418000,109.96509,27.54942,行政区,
431221,431200,"430000,431200,431221",3,中方县,中方,Zhongfang,湖南省,湖南,Hunan,怀化市,怀化,Huaihua,中方县,中方,Zhongfang,ZF,Z,0745,418000,109.94497,27.43988,行政区,
431222,431200,"430000,431200,431222",3,沅陵县,沅陵,Yuanling,湖南省,湖南,Hunan,怀化市,怀化,Huaihua,沅陵县,沅陵,Yuanling,YL,Y,0745,419600,110.39633,28.45548,行政区,
431223,431200,"430000,431200,431223",3,辰溪县,辰溪,Chenxi,湖南省,湖南,Hunan,怀化市,怀化,Huaihua,辰溪县,辰溪,Chenxi,CX,C,0745,419500,110.18942,28.00406,行政区,
431224,431200,"430000,431200,431224",3,溆浦县,溆浦,Xupu,湖南省,湖南,Hunan,怀化市,怀化,Huaihua,溆浦县,溆浦,Xupu,XP,X,0745,419300,110.59384,27.90836,行政区,
431225,431200,"430000,431200,431225",3,会同县,会同,Huitong,湖南省,湖南,Hunan,怀化市,怀化,Huaihua,会同县,会同,Huitong,HT,H,0745,418300,109.73568,26.88716,行政区,
431226,431200,"430000,431200,431226",3,麻阳苗族自治县,麻阳,Mayang,湖南省,湖南,Hunan,怀化市,怀化,Huaihua,麻阳苗族自治县,麻阳,Mayang,MY,M,0745,419400,109.80194,27.866,行政区,
431227,431200,"430000,431200,431227",3,新晃侗族自治县,新晃,Xinhuang,湖南省,湖南,Hunan,怀化市,怀化,Huaihua,新晃侗族自治县,新晃,Xinhuang,XH,X,0745,419200,109.17166,27.35937,行政区,
431228,431200,"430000,431200,431228",3,芷江侗族自治县,芷江,Zhijiang,湖南省,湖南,Hunan,怀化市,怀化,Huaihua,芷江侗族自治县,芷江,Zhijiang,ZJ,Z,0745,419100,109.6849,27.44297,行政区,
431229,431200,"430000,431200,431229",3,靖州苗族侗族自治县,靖州,Jingzhou,湖南省,湖南,Hunan,怀化市,怀化,Huaihua,靖州苗族侗族自治县,靖州,Jingzhou,JZ,J,0745,418400,109.69821,26.57651,行政区,
431230,431200,"430000,431200,431230",3,通道侗族自治县,通道,Tongdao,湖南省,湖南,Hunan,怀化市,怀化,Huaihua,通道侗族自治县,通道,Tongdao,TD,T,0745,418500,109.78515,26.1571,行政区,
431281,431200,"430000,431200,431281",3,洪江市,洪江,Hongjiang,湖南省,湖南,Hunan,怀化市,怀化,Huaihua,洪江市,洪江,Hongjiang,HJ,H,0745,418200,109.83651,27.20922,行政区,县级市
431300,430000,"430000,431300",2,娄底市,娄底,Loudi,湖南省,湖南,Hunan,娄底市,娄底,Loudi,,,,LD,L,0738,417000,112.008497,27.728136,行政区,地级市
431302,431300,"430000,431300,431302",3,娄星区,娄星,Louxing,湖南省,湖南,Hunan,娄底市,娄底,Loudi,娄星区,娄星,Louxing,LX,L,0738,417000,112.00193,27.72992,行政区,
431321,431300,"430000,431300,431321",3,双峰县,双峰,Shuangfeng,湖南省,湖南,Hunan,娄底市,娄底,Loudi,双峰县,双峰,Shuangfeng,SF,S,0738,417700,112.19921,27.45418,行政区,
431322,431300,"430000,431300,431322",3,新化县,新化,Xinhua,湖南省,湖南,Hunan,娄底市,娄底,Loudi,新化县,新化,Xinhua,XH,X,0738,417600,111.32739,27.7266,行政区,
431381,431300,"430000,431300,431381",3,冷水江市,冷水江,Lengshuijiang,湖南省,湖南,Hunan,娄底市,娄底,Loudi,冷水江市,冷水江,Lengshuijiang,LSJ,L,0738,417500,111.43554,27.68147,行政区,县级市
431382,431300,"430000,431300,431382",3,涟源市,涟源,Lianyuan,湖南省,湖南,Hunan,娄底市,娄底,Loudi,涟源市,涟源,Lianyuan,LY,L,0738,417100,111.67233,27.68831,行政区,县级市
433100,430000,"430000,433100",2,湘西土家族苗族自治州,湘西,Xiangxi,湖南省,湖南,Hunan,湘西土家族苗族自治州,湘西,Xiangxi,,,,XX,X,0743,416000,109.739735,28.314296,行政区,
433101,433100,"430000,433100,433101",3,吉首市,吉首,Jishou,湖南省,湖南,Hunan,湘西土家族苗族自治州,湘西,Xiangxi,吉首市,吉首,Jishou,JS,J,0743,416000,109.69799,28.26247,行政区,县级市
433122,433100,"430000,433100,433122",3,泸溪县,泸溪,Luxi,湖南省,湖南,Hunan,湘西土家族苗族自治州,湘西,Xiangxi,泸溪县,泸溪,Luxi,LX,L,0743,416100,110.21682,28.2205,行政区,
